"","Continent","Country","Year","Status","Lifeexpectancy","Population","GDP"
"1678","Africa","Sudan",2010,"Developing",62.5,34385963,1476.47887
"1679","Africa","Sudan",2009,"Developing",62,3365619,1226.884381
"1680","Africa","Sudan",2008,"Developing",61.8,32955496,1291.528826
"1681","Africa","Sudan",2007,"Developing",61.4,32282526,1115.6952
"1682","Africa","Sudan",2006,"Developing",61,316764,893.8793645
"1683","Africa","Sudan",2005,"Developing",67,3911914,679.7539949
"1684","Africa","Sudan",2004,"Developing",59.7,3186341,565.569459
"1685","Africa","Sudan",2003,"Developing",59.6,29435944,477.738478
"1686","Africa","Sudan",2002,"Developing",59.4,28679565,412.1517561
"1687","Africa","Sudan",2001,"Developing",58.9,279455,377.5254454
"1688","Africa","Sudan",2000,"Developing",58.6,2725535,361.35843
"1689","South America","Suriname",2015,"Developing",71.6,55328,8818.982566
"1690","South America","Suriname",2014,"Developing",71.4,547928,9564.46383
"1691","South America","Suriname",2013,"Developing",71.2,54254,9484.56898
"1692","South America","Suriname",2012,"Developing",71.3,53777,9272.413453
"1693","South America","Suriname",2011,"Developing",76,531589,8318.97692
"1694","South America","Suriname",2010,"Developing",73,52613,833.31332
"1695","South America","Suriname",2009,"Developing",70,52619,7443.85178
"1696","South America","Suriname",2008,"Developing",69.8,515148,6858.163158
"1697","South America","Suriname",2007,"Developing",69.5,5975,5761.39536
"1698","South America","Suriname",2006,"Developing",69.3,5437,527.92
"1699","South America","Suriname",2005,"Developing",68.9,498946,3595.8855
"1700","South America","Suriname",2004,"Developing",68.3,49363,36.48773
"1701","South America","Suriname",2003,"Developing",68,488332,263.1399
"1702","South America","Suriname",2002,"Developing",67.9,48344,2232.513244
"1703","South America","Suriname",2001,"Developing",67.7,47774,1598.77512
"1704","South America","Suriname",2000,"Developing",67.4,47239,1888.61829
"1705","Europe","Sweden",2015,"Developed",82.4,9799186,5585.25847
"1706","Europe","Sweden",2014,"Developed",82.3,969611,5918.19898
"1707","Europe","Sweden",2013,"Developed",81.9,96379,6283.24522
"1708","Europe","Sweden",2012,"Developed",81.7,9519374,57134.777
"1709","Europe","Sweden",2011,"Developed",81.7,9449213,59593.28711
"1710","Europe","Sweden",2010,"Developed",81.5,9378126,5276.25591
"1711","Europe","Sweden",2009,"Developed",81.4,9298515,4627.592
"1712","Europe","Sweden",2008,"Developed",81.1,9219637,55746.84238
"1713","Europe","Sweden",2007,"Developed",89,914892,53324.37937
"1714","Europe","Sweden",2006,"Developed",88,9855,46256.4716
"1715","Europe","Sweden",2005,"Developed",85,929572,4385.35315
"1716","Europe","Sweden",2004,"Developed",83,8993531,42442.2245
"1717","Europe","Sweden",2003,"Developed",82,8958229,36961.42537
"1718","Europe","Sweden",2002,"Developed",79.9,8924958,29571.7446
"1719","Europe","Sweden",2001,"Developed",79.8,889596,26969.24457
"1720","Europe","Sweden",2000,"Developed",79.6,887219,29283.55
"1721","Europe","Switzerland",2015,"Developed",83.4,8282396,8989.8424
"1722","Europe","Switzerland",2014,"Developed",83.2,8188649,85814.58857
"1723","Europe","Switzerland",2013,"Developed",83,889346,84658.88768
"1724","Europe","Switzerland",2012,"Developed",82.7,7996861,83164.38795
"1725","Europe","Switzerland",2011,"Developed",82.6,7912398,87998.44468
"1726","Europe","Switzerland",2010,"Developed",82.3,782499,74276.71842
"1727","Europe","Switzerland",2009,"Developed",82.1,7743831,69672.471
"1728","Europe","Switzerland",2008,"Developed",82,7647675,72119.5687
"1729","Europe","Switzerland",2007,"Developed",81.7,7551117,63223.46778
"1730","Europe","Switzerland",2006,"Developed",81.5,7483934,57348.92788
"1731","Europe","Switzerland",2005,"Developed",81.1,7437115,54797.54663
"1732","Europe","Switzerland",2004,"Developed",81,7389625,53255.97631
"1733","Europe","Switzerland",2003,"Developed",85,73391,4796.56497
"1734","Europe","Switzerland",2002,"Developed",84,7284753,41336.72192
"1735","Europe","Switzerland",2001,"Developed",82,7229854,38538.64447
"1736","Europe","Switzerland",2000,"Developed",79.7,718425,37813.23426
"1737","Asia","Tajikistan",2015,"Developing",69.7,8548651,918.6771543
"1738","Asia","Tajikistan",2014,"Developing",69.6,8362745,114.45919
"1739","Asia","Tajikistan",2013,"Developing",69.3,817789,14.214412
"1740","Asia","Tajikistan",2012,"Developing",68.8,799562,954.725253
"1741","Asia","Tajikistan",2011,"Developing",68.1,7815949,834.5412953
"1742","Asia","Tajikistan",2010,"Developing",67.3,764163,738.3475227
"1743","Asia","Tajikistan",2009,"Developing",66.7,7472819,666.3458569
"1744","Asia","Tajikistan",2008,"Developing",66.4,739728,76.914128
"1745","Asia","Tajikistan",2007,"Developing",66.1,7152385,52.35956
"1746","Asia","Tajikistan",2006,"Developing",65.9,7557,44.2872665
"1747","Asia","Tajikistan",2005,"Developing",65.5,6854176,337.359236
"1748","Asia","Tajikistan",2004,"Developing",65.9,6712841,39.281834
"1749","Asia","Tajikistan",2003,"Developing",65.2,6576877,236.314438
"1750","Asia","Tajikistan",2002,"Developing",64.3,6447688,189.3878519
"1751","Asia","Tajikistan",2001,"Developing",64,6327125,17.8159721
"1752","Asia","Tajikistan",2000,"Developing",63.7,621625,138.436633
"1753","Asia","Thailand",2015,"Developing",74.9,686576,5814.863134
"1754","Asia","Thailand",2014,"Developing",74.6,68416772,5941.8471
"1755","Asia","Thailand",2013,"Developing",74.5,6814365,6171.262444
"1756","Asia","Thailand",2012,"Developing",74.3,67843979,5859.915622
"1757","Asia","Thailand",2011,"Developing",74.1,675313,5491.159981
"1758","Asia","Thailand",2010,"Developing",73.9,672888,575.32176
"1759","Asia","Thailand",2009,"Developing",73.7,66881867,4212.5492
"1760","Asia","Thailand",2008,"Developing",73.5,6654576,4378.68746
"1761","Asia","Thailand",2007,"Developing",73.3,66195615,3972.26475
"1762","Asia","Thailand",2006,"Developing",73,65824164,3368.952576
"1763","Asia","Thailand",2005,"Developing",72.5,6542547,2893.651356
"1764","Asia","Thailand",2004,"Developing",71.6,652231,2659.83918
"1765","Asia","Thailand",2003,"Developing",71.7,64554952,2358.93629
"1766","Asia","Thailand",2002,"Developing",71.4,6473164,296.54617
"1767","Asia","Thailand",2001,"Developing",71.2,63543322,1893.145377
"1768","Asia","Thailand",2000,"Developing",71.1,6295821,27.564826
"1769","Asia","Timor-Leste",2015,"Developing",68.3,124977,1161.76935
"1770","Asia","Timor-Leste",2014,"Developing",68,1212814,1153.51578
"1771","Asia","Timor-Leste",2013,"Developing",67.7,1184366,117.765674
"1772","Asia","Timor-Leste",2012,"Developing",67.4,115676,1117.77724
"1773","Asia","Timor-Leste",2011,"Developing",67.2,1131523,114.56179
"1774","Asia","Timor-Leste",2010,"Developing",66.9,119591,849.8626972
"1775","Asia","Timor-Leste",2009,"Developing",66.6,19221,757.3114436
"1776","Asia","Timor-Leste",2008,"Developing",66.2,17811,643.71911
"1777","Asia","Timor-Leste",2007,"Developing",65.8,164973,524.8959363
"1778","Asia","Timor-Leste",2006,"Developing",64.9,148621,441.53226
"1779","Asia","Timor-Leste",2005,"Developing",63.7,126484,478.331859
"1780","Asia","Timor-Leste",2004,"Developing",62.3,996698,467.5438297
"1781","Asia","Timor-Leste",2003,"Developing",61,96852,471.4565823
"1782","Asia","Timor-Leste",2002,"Developing",62,923825,48.61552
"1783","Asia","Timor-Leste",2001,"Developing",59.4,892531,56.4249869
"1784","Asia","Timor-Leste",2000,"Developing",58.7,87167,422.28633
"1785","Africa","Togo",2015,"Developing",59.9,741682,551.138346
"1786","Africa","Togo",2014,"Developing",59.7,7228915,62.1318489
"1787","Africa","Togo",2013,"Developing",59.4,742948,579.43485
"1788","Africa","Togo",2012,"Developing",58.9,6859482,563.6894247
"1789","Africa","Togo",2011,"Developing",58.3,6679282,562.3393592
"1790","Africa","Togo",2010,"Developing",57.4,652952,487.9238913
"1791","Africa","Togo",2009,"Developing",56.7,633472,499.6468713
"1792","Africa","Togo",2008,"Developing",56.2,6161796,513.391914
"1793","Africa","Togo",2007,"Developing",55.9,5997385,42.764743
"1794","Africa","Togo",2006,"Developing",55.7,5837792,377.33629
"1795","Africa","Togo",2005,"Developing",55,5683268,372.1721837
"1796","Africa","Togo",2004,"Developing",54.9,5534598,349.9937253
"1797","Africa","Togo",2003,"Developing",54.7,539141,31.437144
"1798","Africa","Togo",2002,"Developing",54.7,5251472,28.832123
"1799","Africa","Togo",2001,"Developing",54.6,511177,26.6394652
"1800","Africa","Togo",2000,"Developing",54.6,497367,26.3932935
"1801","Oceania","Tonga",2015,"Developing",73.5,16364,493.775387
"1802","Oceania","Tonga",2014,"Developing",73.3,15782,4192.349758
"1803","Oceania","Tonga",2013,"Developing",73.2,15328,4266.557174
"1804","Oceania","Tonga",2012,"Developing",73,14951,451.542462
"1805","Oceania","Tonga",2011,"Developing",72.9,14577,445.18866
"1806","Oceania","Tonga",2010,"Developing",72.8,14137,3547.59975
"1807","Oceania","Tonga",2009,"Developing",72.5,1364,37.846563
"1808","Oceania","Tonga",2008,"Developing",72.6,135,3392.64743
"1809","Oceania","Tonga",2007,"Developing",72.5,12357,2932.315883
"1810","Oceania","Tonga",2006,"Developing",72.4,11689,2892.522663
"1811","Oceania","Tonga",2005,"Developing",72.3,1141,2594.74999
"1812","Oceania","Tonga",2004,"Developing",72.2,146,2284.37858
"1813","Oceania","Tonga",2003,"Developing",72,99789,229.714718
"1814","Oceania","Tonga",2002,"Developing",71.9,99184,1842.44421
"1815","Oceania","Tonga",2001,"Developing",71.8,98611,1837.977391
"1816","Oceania","Tonga",2000,"Developing",71.6,9882,263.27236
"1817","Africa","Tunisia",2015,"Developing",75.3,11273661,3828.91589
"1818","Africa","Tunisia",2014,"Developing",75.1,1114398,4271.68172
"1819","Africa","Tunisia",2013,"Developing",74.9,1114558,4199.47253
"1820","Africa","Tunisia",2012,"Developing",74.9,1886668,4137.55421
"1821","Africa","Tunisia",2011,"Developing",74.8,1761467,4256.91279
"1822","Africa","Tunisia",2010,"Developing",74.8,1639931,414.15177
"1823","Africa","Tunisia",2009,"Developing",74.7,1521834,4129.977335
"1824","Africa","Tunisia",2008,"Developing",74.7,147336,431.9326
"1825","Africa","Tunisia",2007,"Developing",74.6,129887,3778.184171
"1826","Africa","Tunisia",2006,"Developing",74.4,1196136,3371.71231
"1827","Africa","Tunisia",2005,"Developing",74.2,112482,3194.562243
"1828","Africa","Tunisia",2004,"Developing",74,11761,3112.83529
"1829","Africa","Tunisia",2003,"Developing",73.7,9939678,2761.969249
"1830","Africa","Tunisia",2002,"Developing",73.5,9864326,2346.5937
"1831","Africa","Tunisia",2001,"Developing",73.2,978571,2254.933126
"1832","Africa","Tunisia",2000,"Developing",72.9,9699197,2213.91488
"1833","Asia","Turkey",2015,"Developing",75.8,78271472,1979.52569
"1834","Asia","Turkey",2014,"Developing",75.5,773628,12127.22522
"1835","Asia","Turkey",2013,"Developing",75.2,75787333,12542.93565
"1836","Asia","Turkey",2012,"Developing",74.8,74569867,1172.3843
"1837","Asia","Turkey",2011,"Developing",74.5,7349455,11341.13395
"1838","Asia","Turkey",2010,"Developing",74.2,72326914,1672.5693
"1839","Asia","Turkey",2009,"Developing",73.9,71339185,936.499911
"1840","Asia","Turkey",2008,"Developing",73.5,74432,185.68975
"1841","Asia","Turkey",2007,"Developing",73.2,69597281,979.49246
"1842","Asia","Turkey",2006,"Developing",72.8,6876345,834.869161
"1843","Asia","Turkey",2005,"Developing",72.4,679346,7384.354661
"1844","Asia","Turkey",2004,"Developing",72,677855,64.72953
"1845","Asia","Turkey",2003,"Developing",71.6,668583,4718.51291
"1846","Asia","Turkey",2002,"Developing",71.2,6514354,366.57
"1847","Asia","Turkey",2001,"Developing",78,64191474,3119.63716
"1848","Asia","Turkey",2000,"Developing",74,6324121,4316.553895
"1849","Asia","Turkmenistan",2015,"Developing",66.3,5565284,6432.668768
"1850","Asia","Turkmenistan",2014,"Developing",66,5466241,7962.365824
"1851","Asia","Turkmenistan",2013,"Developing",65.4,5366277,734.42525
"1852","Asia","Turkmenistan",2012,"Developing",65.6,5267839,6675.262954
"1853","Asia","Turkmenistan",2011,"Developing",65.6,517461,5649.978486
"1854","Asia","Turkmenistan",2010,"Developing",65.8,58721,4439.23
"1855","Asia","Turkmenistan",2009,"Developing",65.6,5795,436.459223
"1856","Asia","Turkmenistan",2008,"Developing",64.5,4935762,394.467675
"1857","Asia","Turkmenistan",2007,"Developing",64.1,487137,26.371428
"1858","Asia","Turkmenistan",2006,"Developing",63.7,48115,2136.66815
"1859","Asia","Turkmenistan",2005,"Developing",63.3,4754641,174.51475
"1860","Asia","Turkmenistan",2004,"Developing",63.5,473398,1453.917166
"1861","Asia","Turkmenistan",2003,"Developing",63.4,4655741,1283.885977
"1862","Asia","Turkmenistan",2002,"Developing",63.3,4612,967.917468
"1863","Asia","Turkmenistan",2001,"Developing",64,45648,774.4763388
"1864","Asia","Turkmenistan",2000,"Developing",63.8,4516131,643.17518
"1865","Africa","Uganda",2015,"Developing",62.3,414487,693.8963829
"1866","Africa","Uganda",2014,"Developing",61.5,38833338,719.172669
"1867","Africa","Uganda",2013,"Developing",67,37553726,662.492293
"1868","Africa","Uganda",2012,"Developing",60,3636796,647.74741
"1869","Africa","Uganda",2011,"Developing",59.3,3593648,584.3962137
"1870","Africa","Uganda",2010,"Developing",58.4,33915133,594.9972557
"1871","Africa","Uganda",2009,"Developing",57.5,32771895,647.17732
"1872","Africa","Uganda",2008,"Developing",56.3,31663896,449.6928183
"1873","Africa","Uganda",2007,"Developing",55.5,359487,41.858631
"1874","Africa","Uganda",2006,"Developing",54.9,2955662,336.4593923
"1875","Africa","Uganda",2005,"Developing",53.2,2854394,315.788227
"1876","Africa","Uganda",2004,"Developing",51.3,27568436,288.236949
"1877","Africa","Uganda",2003,"Developing",51,2662482,237.9995917
"1878","Africa","Uganda",2002,"Developing",48.8,2571848,24.2423229
"1879","Africa","Uganda",2001,"Developing",47.7,24854892,234.984775
"1880","Africa","Uganda",2000,"Developing",46.6,2439274,257.63369
"1881","Europe","Ukraine",2015,"Developing",71.3,4515429,2124.662666
"1882","Europe","Ukraine",2014,"Developing",78,45271947,314.658296
"1883","Europe","Ukraine",2013,"Developing",71,454896,429.71554
"1884","Europe","Ukraine",2012,"Developing",77,455933,3855.42128
"1885","Europe","Ukraine",2011,"Developing",75,45761,3569.75727
"1886","Europe","Ukraine",2010,"Developing",69.8,45877,2965.142365
"1887","Europe","Ukraine",2009,"Developing",69.2,46533,2545.48341
"1888","Europe","Ukraine",2008,"Developing",67.7,462582,3891.37823
"1889","Europe","Ukraine",2007,"Developing",67.5,465935,368.68998
"1890","Europe","Ukraine",2006,"Developing",67.7,4678775,233.18831
"1891","Europe","Ukraine",2005,"Developing",67,471515,1828.717626
"1892","Europe","Ukraine",2004,"Developing",67.4,474516,1367.352433
"1893","Europe","Ukraine",2003,"Developing",67.6,4781295,148.522488
"1894","Europe","Ukraine",2002,"Developing",67.6,48225,879.475486
"1895","Europe","Ukraine",2001,"Developing",67.7,48683865,78.738243
"1896","Europe","Ukraine",2000,"Developing",67.5,49175848,635.789635
"1897","South America","Uruguay",2015,"Developing",77,3431552,15524.84247
"1898","South America","Uruguay",2014,"Developing",76.8,3419546,16737.89827
"1899","South America","Uruguay",2013,"Developing",76.8,3485,16881.2568
"1900","South America","Uruguay",2012,"Developing",76.5,3396777,1592.6819
"1901","South America","Uruguay",2011,"Developing",77,3385624,14166.4998
"1902","South America","Uruguay",2010,"Developing",76.3,3374415,11938.212
"1903","South America","Uruguay",2009,"Developing",76.6,3362755,9415.17386
"1904","South America","Uruguay",2008,"Developing",76.4,335824,962.312164
"1905","South America","Uruguay",2007,"Developing",75.4,3339741,79.69746
"1906","South America","Uruguay",2006,"Developing",76.2,333143,5877.87678
"1907","South America","Uruguay",2005,"Developing",75.7,3325612,522.951116
"1908","South America","Uruguay",2004,"Developing",75.4,332496,4117.38853
"1909","South America","Uruguay",2003,"Developing",75.4,3325637,3622.52284
"1910","South America","Uruguay",2002,"Developing",75.4,3327773,488.768855
"1911","South America","Uruguay",2001,"Developing",75.2,332713,6281.37747
"1912","South America","Uruguay",2000,"Developing",75.1,3321245,6871.897677
"1913","Asia","Uzbekistan",2015,"Developing",69.4,312989,2137.576852
"1914","Asia","Uzbekistan",2014,"Developing",69.2,37577,25.448414
"1915","Asia","Uzbekistan",2013,"Developing",69.1,32432,197.551233
"1916","Asia","Uzbekistan",2012,"Developing",68.8,297745,174.468298
"1917","Asia","Uzbekistan",2011,"Developing",68.5,293394,1564.966945
"1918","Asia","Uzbekistan",2010,"Developing",68.3,285624,1377.8214
"1919","Asia","Uzbekistan",2009,"Developing",68,277674,1213.265328
"1920","Asia","Uzbekistan",2008,"Developing",67.9,27328,182.28625
"1921","Asia","Uzbekistan",2007,"Developing",67.8,26868,83.476942
"1922","Asia","Uzbekistan",2006,"Developing",67.6,2648825,654.2838373
"1923","Asia","Uzbekistan",2005,"Developing",67.3,26167,546.776852
"1924","Asia","Uzbekistan",2004,"Developing",67.8,2586435,465.1198869
"1925","Asia","Uzbekistan",2003,"Developing",67.2,2556765,396.129969
"1926","Asia","Uzbekistan",2002,"Developing",67.1,2527185,383.3494997
"1927","Asia","Uzbekistan",2001,"Developing",67.4,2496445,456.734892
"1928","Asia","Uzbekistan",2000,"Developing",67.1,24654,558.221144
"1929","Oceania","Vanuatu",2015,"Developing",72,26463,285.83414
"1930","Oceania","Vanuatu",2014,"Developing",71.7,25885,3148.36513
"1931","Oceania","Vanuatu",2013,"Developing",71.6,253142,3167.34356
"1932","Oceania","Vanuatu",2012,"Developing",71.4,247485,3158.58688
"1933","Oceania","Vanuatu",2011,"Developing",71.2,241871,3275.91684
"1934","Oceania","Vanuatu",2010,"Developing",71,236295,2965.82434
"1935","Oceania","Vanuatu",2009,"Developing",78,23785,2643.441423
"1936","Oceania","Vanuatu",2008,"Developing",75,22534,2697.961375
"1937","Oceania","Vanuatu",2007,"Developing",73,219953,2393.367265
"1938","Oceania","Vanuatu",2006,"Developing",71,214634,247.97823
"1939","Oceania","Vanuatu",2005,"Developing",69.9,2937,1886.433359
"1940","Oceania","Vanuatu",2004,"Developing",69.6,24143,1787.94723
"1941","Oceania","Vanuatu",2003,"Developing",69.4,198964,158.52724
"1942","Oceania","Vanuatu",2002,"Developing",69.3,193956,1353.934819
"1943","Oceania","Vanuatu",2001,"Developing",69.1,18929,1362.61731
"1944","Oceania","Vanuatu",2000,"Developing",69,18563,1469.849149
"1945","Africa","Zambia",2015,"Developing",61.8,161587,1313.889646
"1946","Africa","Zambia",2014,"Developing",61.1,1562974,1738.8822
"1947","Africa","Zambia",2013,"Developing",63,1515321,185.793359
"1948","Africa","Zambia",2012,"Developing",59.2,14699937,1734.93612
"1949","Africa","Zambia",2011,"Developing",58.2,14264756,1644.619672
"1950","Africa","Zambia",2010,"Developing",58,138533,1463.213573
"1951","Africa","Zambia",2009,"Developing",57.4,13456417,1139.11233
"1952","Africa","Zambia",2008,"Developing",55.7,1382517,1369.68249
"1953","Africa","Zambia",2007,"Developing",52.6,12725974,114.587985
"1954","Africa","Zambia",2006,"Developing",58,12383446,13.154199
"1955","Africa","Zambia",2005,"Developing",49.3,1252156,691.3178164
"1956","Africa","Zambia",2004,"Developing",47.9,11731746,53.2772217
"1957","Africa","Zambia",2003,"Developing",46.4,11421984,429.1583434
"1958","Africa","Zambia",2002,"Developing",45.5,111249,377.135244
"1959","Africa","Zambia",2001,"Developing",44.6,1824125,378.2736238
"1960","Africa","Zambia",2000,"Developing",43.8,1531221,341.955625
"1961","Africa","Zimbabwe",2015,"Developing",67,15777451,118.69383
"1962","Africa","Zimbabwe",2014,"Developing",59.2,15411675,127.47462
"1963","Africa","Zimbabwe",2013,"Developing",58,155456,111.227396
"1964","Africa","Zimbabwe",2012,"Developing",56.6,1471826,955.648466
"1965","Africa","Zimbabwe",2011,"Developing",54.9,14386649,839.927936
"1966","Africa","Zimbabwe",2010,"Developing",52.4,1486317,713.63562
"1967","Africa","Zimbabwe",2009,"Developing",50,1381599,65.824121
"1968","Africa","Zimbabwe",2008,"Developing",48.2,13558469,325.678573
"1969","Africa","Zimbabwe",2007,"Developing",46.6,1332999,396.9982166
"1970","Africa","Zimbabwe",2006,"Developing",45.4,13124267,414.796232
"1971","Africa","Zimbabwe",2005,"Developing",44.6,129432,444.76575
"1972","Africa","Zimbabwe",2004,"Developing",44.3,12777511,454.366654
"1973","Africa","Zimbabwe",2003,"Developing",44.5,12633897,453.3511552
"1974","Africa","Zimbabwe",2002,"Developing",44.8,125525,57.34834
"1975","Africa","Zimbabwe",2001,"Developing",45.3,12366165,548.587312
"1976","Africa","Zimbabwe",2000,"Developing",46,12222251,547.3588785
